CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,month,weekday,is_weekend,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction,lag1_CO(GT),lag1_NMHC(GT),lag1_C6H6(GT),lag1_NOx(GT),lag1_NO2(GT),lag1_T,lag1_RH,lag1_AH,target_aqi_category,datetime
2.4,1209.0,,8.8,933.0,334.0,581.0,166.0,1329.0,1058.0,17.0,47.5,0.9146,11,20,3,6,1,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,807.5,1.5,,6.2,214.0,123.0,15.4,54.0,0.9385,Satisfactory,2005-03-20 11:00:00
1.6,1083.0,,4.3,727.0,203.0,763.0,130.0,1135.0,636.0,18.6,42.6,0.904,12,20,3,6,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,792.3600000000001,2.4,,8.8,334.0,166.0,17.0,47.5,0.9146,Satisfactory,2005-03-20 12:00:00
1.2,1063.0,,3.4,678.0,163.0,796.0,109.0,1107.0,522.0,21.5,35.0,0.8886,13,20,3,6,1,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,752.5,1.6,,4.3,203.0,130.0,18.6,42.6,0.904,Good,2005-03-20 13:00:00
0.9,988.0,,2.2,600.0,110.0,912.0,82.0,1033.0,415.0,21.3,35.6,0.8924,14,20,3,6,1,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,758.2800000000001,1.2,,3.4,163.0,109.0,21.5,35.0,0.8886,Good,2005-03-20 14:00:00
0.9,1060.0,,3.6,686.0,107.0,830.0,73.0,1110.0,445.0,23.1,32.1,0.8973,15,20,3,6,1,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,741.5100000000001,0.9,,2.2,110.0,82.0,21.3,35.6,0.8924,Good,2005-03-20 15:00:00
1.1,1087.0,,4.1,717.0,135.0,786.0,91.0,1112.0,515.0,22.1,34.5,0.9035,16,20,3,6,1,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,762.45,0.9,,3.6,107.0,73.0,23.1,32.1,0.8973,Satisfactory,2005-03-20 16:00:00
1.4,1153.0,,5.7,798.0,187.0,715.0,109.0,1184.0,678.0,21.5,35.7,0.905,17,20,3,6,1,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,767.5500000000001,1.1,,4.1,135.0,91.0,22.1,34.5,0.9035,Moderate,2005-03-20 17:00:00
1.7,1167.0,,6.6,838.0,240.0,660.0,128.0,1227.0,825.0,19.3,41.6,0.923,18,20,3,6,1,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,802.8800000000001,1.4,,5.7,187.0,109.0,21.5,35.7,0.905,Very Poor,2005-03-20 18:00:00
2.9,1370.0,,12.7,1072.0,398.0,535.0,155.0,1428.0,1233.0,17.3,47.8,0.9363,19,20,3,6,1,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,826.9399999999999,1.7,,6.6,240.0,128.0,19.3,41.6,0.923,Severe,2005-03-20 19:00:00
4.0,1403.0,,14.8,1142.0,585.0,492.0,176.0,1518.0,1419.0,16.0,54.9,0.9934,20,20,3,6,1,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,878.4,2.9,,12.7,398.0,155.0,17.3,47.8,0.9363,Severe,2005-03-20 20:00:00
4.0,1364.0,,12.3,1061.0,590.0,534.0,179.0,1436.0,1397.0,15.6,58.0,1.0197,21,20,3,6,1,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,904.8,4.0,,14.8,585.0,176.0,16.0,54.9,0.9934,Moderate,2005-03-20 21:00:00
1.9,1111.0,,6.3,825.0,295.0,679.0,124.0,1238.0,975.0,14.8,61.3,1.025,22,20,3,6,1,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,907.24,4.0,,12.3,590.0,179.0,15.6,58.0,1.0197,Moderate,2005-03-20 22:00:00
1.5,1091.0,,5.3,777.0,209.0,711.0,105.0,1217.0,891.0,13.8,63.4,0.9916,23,20,3,6,1,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,874.9200000000001,1.9,,6.3,295.0,124.0,14.8,61.3,1.025,Satisfactory,2005-03-20 23:00:00
1.5,1107.0,,5.3,777.0,183.0,697.0,99.0,1221.0,945.0,13.1,66.1,0.9913,0,21,3,0,0,0.0,1.0,1.0,6.123233995736766e-17,865.9099999999999,1.5,,5.3,209.0,105.0,13.8,63.4,0.9916,Satisfactory,2005-03-21 00:00:00
1.6,1095.0,,4.7,746.0,177.0,716.0,104.0,1217.0,916.0,13.3,66.4,1.0128,1,21,3,0,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,883.1200000000001,1.5,,5.3,183.0,99.0,13.1,66.1,0.9913,Satisfactory,2005-03-21 01:00:00
1.1,1027.0,,3.3,673.0,126.0,794.0,95.0,1160.0,770.0,13.3,67.0,1.0207,2,21,3,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,891.1,1.6,,4.7,177.0,104.0,13.3,66.4,1.0128,Good,2005-03-21 02:00:00
0.8,996.0,,2.7,631.0,100.0,845.0,81.0,1153.0,697.0,13.1,68.6,1.0288,3,21,3,0,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,898.6599999999999,1.1,,3.3,126.0,95.0,13.3,67.0,1.0207,Good,2005-03-21 03:00:00
0.7,955.0,,2.0,582.0,83.0,902.0,68.0,1118.0,611.0,12.2,72.4,1.0224,4,21,3,0,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,883.28,0.8,,2.7,100.0,81.0,13.1,68.6,1.0288,Good,2005-03-21 04:00:00
0.6,947.0,,1.6,553.0,84.0,944.0,69.0,1110.0,693.0,11.6,73.8,1.0054,5,21,3,0,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,856.0799999999999,0.7,,2.0,83.0,68.0,12.2,72.4,1.0224,Good,2005-03-21 05:00:00
0.7,1003.0,,3.0,650.0,113.0,831.0,73.0,1158.0,750.0,12.9,67.5,0.999,6,21,3,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,870.75,0.6,,1.6,84.0,69.0,11.6,73.8,1.0054,Moderate,2005-03-21 06:00:00
1.3,1120.0,,6.1,815.0,270.0,660.0,113.0,1291.0,1053.0,12.8,68.0,1.0023,7,21,3,0,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,870.4000000000001,0.7,,3.0,113.0,73.0,12.9,67.5,0.999,Severe,2005-03-21 07:00:00
3.2,1476.0,,17.3,1219.0,487.0,459.0,141.0,1673.0,1561.0,13.5,63.9,0.9875,8,21,3,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,862.65,1.3,,6.1,270.0,113.0,12.8,68.0,1.0023,Severe,2005-03-21 08:00:00
6.1,1653.0,,31.0,1573.0,723.0,345.0,174.0,2147.0,1920.0,14.7,59.8,0.9928,9,21,3,0,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,879.06,3.2,,17.3,487.0,141.0,13.5,63.9,0.9875,Severe,2005-03-21 09:00:00
4.3,1403.0,,15.4,1161.0,614.0,487.0,178.0,1576.0,1583.0,15.9,56.6,1.0147,10,21,3,0,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,899.94,6.1,,31.0,723.0,174.0,14.7,59.8,0.9928,Very Poor,2005-03-21 10:00:00
2.6,1241.0,,10.9,1011.0,395.0,545.0,163.0,1428.0,1274.0,18.3,49.4,1.0264,11,21,3,0,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,904.02,4.3,,15.4,614.0,178.0,15.9,56.6,1.0147,Poor,2005-03-21 11:00:00
2.0,1176.0,,8.4,914.0,310.0,621.0,143.0,1347.0,1083.0,19.8,44.2,1.0091,12,21,3,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,875.1600000000001,2.6,,10.9,395.0,163.0,18.3,49.4,1.0264,Moderate,2005-03-21 12:00:00
1.8,1160.0,,7.1,862.0,259.0,636.0,127.0,1320.0,924.0,21.6,39.6,1.009,13,21,3,0,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,855.3600000000001,2.0,,8.4,310.0,143.0,19.8,44.2,1.0091,Poor,2005-03-21 13:00:00
2.1,1224.0,,10.0,977.0,251.0,571.0,131.0,1424.0,1002.0,23.3,35.8,1.0086,14,21,3,0,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,834.14,1.8,,7.1,259.0,127.0,21.6,39.6,1.009,Poor,2005-03-21 14:00:00
2.1,1175.0,,8.2,906.0,261.0,616.0,135.0,1332.0,905.0,23.8,33.4,0.9699,15,21,3,0,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,794.92,2.1,,10.0,251.0,131.0,23.3,35.8,1.0086,Poor,2005-03-21 15:00:00
2.0,1235.0,,9.2,947.0,241.0,594.0,131.0,1362.0,923.0,22.8,35.3,0.9693,16,21,3,0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,804.8399999999999,2.1,,8.2,261.0,135.0,23.8,33.4,0.9699,Very Poor,2005-03-21 16:00:00
2.6,1288.0,,12.4,1064.0,317.0,539.0,153.0,1446.0,1123.0,22.8,34.9,0.9576,17,21,3,0,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,795.72,2.0,,9.2,241.0,131.0,22.8,35.3,0.9693,Severe,2005-03-21 17:00:00
4.5,1512.0,,23.3,1386.0,505.0,425.0,198.0,1831.0,1602.0,20.9,39.3,0.9615,18,21,3,0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,821.3699999999999,2.6,,12.4,317.0,153.0,22.8,34.9,0.9576,Severe,2005-03-21 18:00:00
6.4,1609.0,,29.7,1544.0,669.0,367.0,232.0,1999.0,1878.0,18.6,46.4,0.9867,19,21,3,0,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,863.0400000000001,4.5,,23.3,505.0,198.0,20.9,39.3,0.9615,Severe,2005-03-21 19:00:00
6.0,1537.0,,25.7,1446.0,638.0,392.0,224.0,1855.0,1840.0,17.2,52.7,1.0285,20,21,3,0,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,906.44,6.4,,29.7,669.0,232.0,18.6,46.4,0.9867,Severe,2005-03-21 20:00:00
3.8,1315.0,,14.3,1126.0,433.0,498.0,183.0,1537.0,1474.0,15.3,61.0,1.054,21,21,3,0,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,933.3000000000001,6.0,,25.7,638.0,224.0,17.2,52.7,1.0285,Poor,2005-03-21 21:00:00
2.1,1155.0,,8.2,909.0,252.0,604.0,144.0,1331.0,1244.0,14.2,65.4,1.0497,22,21,3,0,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,928.6800000000001,3.8,,14.3,433.0,183.0,15.3,61.0,1.054,Satisfactory,2005-03-21 22:00:00
1.2,1033.0,,4.9,759.0,154.0,735.0,117.0,1185.0,937.0,13.8,65.2,1.0275,23,21,3,0,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,899.7600000000001,2.1,,8.2,252.0,144.0,14.2,65.4,1.0497,Satisfactory,2005-03-21 23:00:00
1.3,1078.0,,5.9,808.0,152.0,696.0,106.0,1221.0,891.0,13.3,65.6,0.9969,0,22,3,1,0,0.0,1.0,1.0,6.123233995736766e-17,872.48,1.2,,4.9,154.0,117.0,13.8,65.2,1.0275,Moderate,2005-03-22 00:00:00
1.5,1069.0,,5.7,799.0,181.0,682.0,121.0,1211.0,1044.0,12.6,67.9,0.9886,1,22,3,1,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,855.5400000000001,1.3,,5.9,152.0,106.0,13.3,65.6,0.9969,Good,2005-03-22 01:00:00
0.9,952.0,,2.9,648.0,109.0,847.0,87.0,1107.0,792.0,12.8,64.5,0.9493,2,22,3,1,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,825.6,1.5,,5.7,181.0,121.0,12.6,67.9,0.9886,Good,2005-03-22 02:00:00
0.7,910.0,,1.8,570.0,73.0,964.0,62.0,1060.0,670.0,12.8,63.6,0.936,3,22,3,1,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,814.08,0.9,,2.9,109.0,87.0,12.8,64.5,0.9493,Good,2005-03-22 03:00:00
0.5,878.0,,1.2,517.0,83.0,1069.0,70.0,1046.0,689.0,12.0,65.2,0.9103,4,22,3,1,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,782.4000000000001,0.7,,1.8,73.0,62.0,12.8,63.6,0.936,Good,2005-03-22 04:00:00
0.6,899.0,,1.6,556.0,90.0,1001.0,66.0,1064.0,717.0,10.6,70.8,0.9033,5,22,3,1,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,750.4799999999999,0.5,,1.2,83.0,70.0,12.0,65.2,0.9103,Good,2005-03-22 05:00:00
0.7,939.0,,2.5,620.0,151.0,905.0,88.0,1095.0,813.0,10.9,69.2,0.9033,6,22,3,1,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,754.2800000000001,0.6,,1.6,90.0,66.0,10.6,70.8,0.9033,Satisfactory,2005-03-22 06:00:00
0.9,1001.0,,3.8,701.0,191.0,816.0,93.0,1130.0,891.0,10.3,70.9,0.8907,7,22,3,1,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,730.2700000000001,0.7,,2.5,151.0,88.0,10.9,69.2,0.9033,Very Poor,2005-03-22 07:00:00
2.2,1303.0,,13.5,1102.0,403.0,536.0,116.0,1488.0,1323.0,11.8,66.3,0.9174,8,22,3,1,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,782.34,0.9,,3.8,191.0,93.0,10.3,70.9,0.8907,Severe,2005-03-22 08:00:00
4.7,1557.0,,27.8,1499.0,555.0,381.0,151.0,1945.0,1817.0,14.1,58.9,0.9447,9,22,3,1,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,830.49,2.2,,13.5,403.0,116.0,11.8,66.3,0.9174,Severe,2005-03-22 09:00:00
4.5,1402.0,,18.8,1263.0,551.0,446.0,169.0,1640.0,1723.0,16.5,51.6,0.9601,10,22,3,1,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,851.4,4.7,,27.8,555.0,151.0,14.1,58.9,0.9447,Severe,2005-03-22 10:00:00
3.1,1380.0,,15.7,1170.0,473.0,477.0,166.0,1566.0,1656.0,20.2,42.1,0.984,11,22,3,1,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,850.42,4.5,,18.8,551.0,169.0,16.5,51.6,0.9601,Very Poor,2005-03-22 11:00:00
2.8,1350.0,,15.6,1168.0,388.0,475.0,160.0,1564.0,1539.0,21.7,39.0,0.9979,12,22,3,1,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,846.3,3.1,,15.7,473.0,166.0,20.2,42.1,0.984,Very Poor,2005-03-22 12:00:00
2.4,1283.0,,12.3,1061.0,296.0,525.0,145.0,1434.0,1294.0,23.5,35.0,0.9977,13,22,3,1,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,822.5,2.8,,15.6,388.0,160.0,21.7,39.0,0.9979,Very Poor,2005-03-22 13:00:00
2.5,1293.0,,12.4,1064.0,283.0,522.0,131.0,1446.0,1229.0,23.5,34.2,0.9748,14,22,3,1,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,803.7,2.4,,12.3,296.0,145.0,23.5,35.0,0.9977,Poor,2005-03-22 14:00:00
2.0,1197.0,,9.1,943.0,256.0,599.0,130.0,1294.0,951.0,25.5,28.3,0.9124,15,22,3,1,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,721.65,2.5,,12.4,283.0,131.0,23.5,34.2,0.9748,Moderate,2005-03-22 15:00:00
1.7,1142.0,,8.6,924.0,234.0,629.0,122.0,1236.0,819.0,25.5,24.7,0.7928,16,22,3,1,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,629.85,2.0,,9.1,256.0,130.0,25.5,28.3,0.9124,Moderate,2005-03-22 16:00:00
1.7,1147.0,,8.4,914.0,215.0,633.0,113.0,1233.0,801.0,22.9,29.2,0.8055,17,22,3,1,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,668.68,1.7,,8.6,234.0,122.0,25.5,24.7,0.7928,Severe,2005-03-22 17:00:00
3.3,1448.0,,20.9,1322.0,454.0,447.0,156.0,1655.0,1492.0,21.3,32.9,0.8209,18,22,3,1,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,700.77,1.7,,8.4,215.0,113.0,22.9,29.2,0.8055,Severe,2005-03-22 18:00:00
4.5,1487.0,,21.9,1350.0,605.0,418.0,198.0,1698.0,1692.0,20.1,42.4,0.988,19,22,3,1,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,852.24,3.3,,20.9,454.0,156.0,21.3,32.9,0.8209,Severe,2005-03-22 19:00:00
5.8,1476.0,,20.4,1308.0,529.0,428.0,175.0,1674.0,1654.0,18.6,46.6,0.9858,20,22,3,1,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,866.7600000000001,4.5,,21.9,605.0,198.0,20.1,42.4,0.988,Very Poor,2005-03-22 20:00:00
4.3,1282.0,,11.0,1013.0,354.0,545.0,141.0,1384.0,1287.0,17.4,50.6,0.9989,21,22,3,1,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,880.4399999999999,5.8,,20.4,529.0,175.0,18.6,46.6,0.9858,Moderate,2005-03-22 21:00:00
3.0,1147.0,,6.8,848.0,195.0,636.0,101.0,1289.0,938.0,16.4,57.2,1.0574,22,22,3,1,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,938.0799999999999,4.3,,11.0,354.0,141.0,17.4,50.6,0.9989,Moderate,2005-03-22 22:00:00
2.8,1130.0,,6.3,828.0,161.0,645.0,102.0,1283.0,973.0,16.3,59.4,1.0895,23,22,3,1,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,968.22,3.0,,6.8,195.0,101.0,16.4,57.2,1.0574,Moderate,2005-03-22 23:00:00
2.7,1154.0,,6.2,822.0,187.0,656.0,119.0,1285.0,1087.0,16.0,60.2,1.0844,0,23,3,2,0,0.0,1.0,1.0,6.123233995736766e-17,963.2,2.8,,6.3,161.0,102.0,16.3,59.4,1.0895,Satisfactory,2005-03-23 00:00:00
2.4,1049.0,,3.5,683.0,156.0,782.0,110.0,1190.0,796.0,15.6,61.6,1.0859,1,23,3,2,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,960.96,2.7,,6.2,187.0,119.0,16.0,60.2,1.0844,Satisfactory,2005-03-23 01:00:00
2.2,1056.0,,3.3,672.0,116.0,769.0,87.0,1184.0,830.0,15.4,62.0,1.0793,2,23,3,2,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,954.8000000000001,2.4,,3.5,156.0,110.0,15.6,61.6,1.0859,Good,2005-03-23 02:00:00
2.0,1011.0,,2.5,622.0,83.0,827.0,66.0,1158.0,703.0,15.2,63.5,1.0881,3,23,3,2,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,965.1999999999999,2.2,,3.3,116.0,87.0,15.4,62.0,1.0793,Good,2005-03-23 03:00:00
,993.0,,2.3,604.0,85.0,848.0,65.0,1160.0,762.0,14.5,66.4,1.0919,4,23,3,2,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,962.8000000000001,2.0,,2.5,83.0,66.0,15.2,63.5,1.0881,Good,2005-03-23 04:00:00
0.5,976.0,,1.8,568.0,78.0,891.0,63.0,1143.0,705.0,15.0,64.8,1.1007,5,23,3,2,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,972.0,,,2.3,85.0,65.0,14.5,66.4,1.0919,Good,2005-03-23 05:00:00
0.7,1050.0,,3.6,690.0,127.0,761.0,71.0,1223.0,867.0,14.2,68.3,1.0988,6,23,3,2,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,969.8599999999999,0.5,,1.8,78.0,63.0,15.0,64.8,1.1007,Moderate,2005-03-23 06:00:00
1.2,1143.0,,6.1,818.0,279.0,646.0,103.0,1316.0,1122.0,14.0,68.6,1.0918,7,23,3,2,0,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,960.3999999999999,0.7,,3.6,127.0,71.0,14.2,68.3,1.0988,Severe,2005-03-23 07:00:00
3.9,1606.0,,22.3,1360.0,649.0,396.0,144.0,1895.0,1771.0,15.4,63.4,1.1045,8,23,3,2,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,976.36,1.2,,6.1,279.0,103.0,14.0,68.6,1.0918,Severe,2005-03-23 08:00:00
4.9,1592.0,,27.0,1478.0,593.0,360.0,158.0,1975.0,1874.0,17.8,53.3,1.0736,9,23,3,2,0,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,948.74,3.9,,22.3,649.0,144.0,15.4,63.4,1.1045,Severe,2005-03-23 09:00:00
4.6,1510.0,,19.5,1282.0,584.0,419.0,169.0,1726.0,1812.0,19.4,47.5,1.061,10,23,3,2,0,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,921.4999999999999,4.9,,27.0,593.0,158.0,17.8,53.3,1.0736,Severe,2005-03-23 10:00:00
3.4,1421.0,,15.8,1172.0,563.0,474.0,184.0,1513.0,1726.0,21.4,38.7,0.9724,11,23,3,2,0,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,828.18,4.6,,19.5,584.0,169.0,19.4,47.5,1.061,Poor,2005-03-23 11:00:00
2.0,1169.0,,10.3,987.0,337.0,596.0,143.0,1285.0,1184.0,22.9,29.3,0.8077,12,23,3,2,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,670.97,3.4,,15.8,563.0,184.0,21.4,38.7,0.9724,Poor,2005-03-23 12:00:00
1.9,1187.0,,11.0,1014.0,272.0,578.0,133.0,1315.0,1131.0,24.2,26.5,0.7869,13,23,3,2,0,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,641.3,2.0,,10.3,337.0,143.0,22.9,29.3,0.8077,Poor,2005-03-23 13:00:00
2.4,1171.0,,11.9,1045.0,322.0,570.0,141.0,1291.0,1149.0,24.5,23.1,0.6968,14,23,3,2,0,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,565.95,1.9,,11.0,272.0,133.0,24.2,26.5,0.7869,Poor,2005-03-23 14:00:00
2.4,1175.0,,11.7,1040.0,362.0,582.0,153.0,1268.0,1185.0,23.1,22.8,0.6346,15,23,3,2,0,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,526.6800000000001,2.4,,11.9,322.0,141.0,24.5,23.1,0.6968,Very Poor,2005-03-23 15:00:00
2.2,1216.0,,12.0,1050.0,361.0,564.0,149.0,1311.0,1244.0,23.3,23.8,0.6738,16,23,3,2,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,554.5400000000001,2.4,,11.7,362.0,153.0,23.1,22.8,0.6346,Very Poor,2005-03-23 16:00:00
2.5,1239.0,,12.3,1062.0,431.0,558.0,159.0,1299.0,1380.0,23.2,23.3,0.6562,17,23,3,2,0,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,540.56,2.2,,12.0,361.0,149.0,23.3,23.8,0.6738,Severe,2005-03-23 17:00:00
3.9,1463.0,,23.2,1383.0,545.0,440.0,181.0,1636.0,1727.0,22.7,25.5,0.6944,18,23,3,2,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,578.85,2.5,,12.3,431.0,159.0,23.2,23.3,0.6562,Severe,2005-03-23 18:00:00
6.2,1616.0,,32.6,1610.0,796.0,374.0,227.0,1909.0,2021.0,21.0,29.2,0.7192,19,23,3,2,0,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,613.1999999999999,3.9,,23.2,545.0,181.0,22.7,25.5,0.6944,Severe,2005-03-23 19:00:00
7.2,1663.0,,32.0,1597.0,874.0,366.0,230.0,1906.0,2159.0,19.5,35.6,0.7978,20,23,3,2,0,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,694.2,6.2,,32.6,796.0,227.0,21.0,29.2,0.7192,Severe,2005-03-23 20:00:00
3.9,1445.0,,18.8,1263.0,551.0,464.0,194.0,1500.0,1844.0,18.8,37.3,0.8031,21,23,3,2,0,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,701.24,7.2,,32.0,874.0,230.0,19.5,35.6,0.7978,Very Poor,2005-03-23 21:00:00
2.4,1293.0,,12.1,1052.0,393.0,536.0,172.0,1332.0,1593.0,17.7,39.7,0.799,22,23,3,2,0,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,702.69,3.9,,18.8,551.0,194.0,18.8,37.3,0.8031,Very Poor,2005-03-23 22:00:00
2.3,1354.0,,13.0,1084.0,369.0,502.0,158.0,1380.0,1651.0,16.7,45.2,0.8506,23,23,3,2,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,754.84,2.4,,12.1,393.0,172.0,17.7,39.7,0.799,Poor,2005-03-23 23:00:00
1.9,1251.0,,9.9,973.0,314.0,559.0,144.0,1277.0,1482.0,15.9,47.0,0.8434,0,24,3,3,0,0.0,1.0,1.0,6.123233995736766e-17,747.3000000000001,2.3,,13.0,369.0,158.0,16.7,45.2,0.8506,Poor,2005-03-24 00:00:00
1.7,1222.0,,8.1,902.0,294.0,590.0,133.0,1256.0,1384.0,15.1,50.2,0.8543,1,24,3,3,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,758.02,1.9,,9.9,314.0,144.0,15.9,47.0,0.8434,Satisfactory,2005-03-24 01:00:00
0.9,1044.0,,3.8,702.0,165.0,746.0,109.0,1099.0,1101.0,15.3,49.2,0.8493,2,24,3,3,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,752.7600000000001,1.7,,8.1,294.0,133.0,15.1,50.2,0.8543,Satisfactory,2005-03-24 02:00:00
0.7,1006.0,,3.1,659.0,143.0,791.0,94.0,1082.0,999.0,13.1,56.1,0.8416,3,24,3,3,0,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,734.91,0.9,,3.8,165.0,109.0,15.3,49.2,0.8493,Good,2005-03-24 03:00:00
0.5,953.0,,2.0,583.0,93.0,889.0,73.0,1043.0,895.0,13.3,54.4,0.8287,4,24,3,3,0,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,723.52,0.7,,3.1,143.0,94.0,13.1,56.1,0.8416,Good,2005-03-24 04:00:00
0.4,959.0,,2.2,598.0,111.0,878.0,76.0,1045.0,904.0,12.4,58.3,0.8364,5,24,3,3,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,722.92,0.5,,2.0,93.0,73.0,13.3,54.4,0.8287,Good,2005-03-24 05:00:00
0.4,949.0,,2.3,607.0,105.0,884.0,74.0,1043.0,851.0,12.9,56.0,0.8292,6,24,3,3,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,722.4,0.4,,2.2,111.0,76.0,12.4,58.3,0.8364,Satisfactory,2005-03-24 06:00:00
